date,store_id,product_id,product_name,category,predicted_units,actual_units,error,absolute_error,squared_error,block_start,block_end
2026-06-16,BRANCH_A,SKU101,Basmati Rice,Grocery,23.19616146550634,23,-0.19616146550633928,0.19616146550633928,0.038479320549594735,2026-06-16,2026-06-22
2026-06-16,BRANCH_A,SKU102,Cooking Oil,Grocery,16.62340975492496,20,3.3765902450750396,3.3765902450750396,11.401361683135915,2026-06-16,2026-06-22
2026-06-16,BRANCH_A,SKU103,Laundry Soap,Household,13.949996985559732,14,0.05000301444026789,0.05000301444026789,0.002500301453113639,2026-06-16,2026-06-22
2026-06-16,BRANCH_B,SKU101,Basmati Rice,Grocery,27.11198682381985,25,-2.1119868238198514,2.1119868238198514,4.460488343988664,2026-06-16,2026-06-22
2026-06-16,BRANCH_B,SKU102,Cooking Oil,Grocery,16.001801621318837,17,0.9981983786811632,0.9981983786811632,0.996400003201703,2026-06-16,2026-06-22
2026-06-16,BRANCH_B,SKU103,Laundry Soap,Household,12.783356411450107,11,-1.7833564114501073,1.7833564114501073,3.180360090260204,2026-06-16,2026-06-22
2026-06-17,BRANCH_A,SKU101,Basmati Rice,Grocery,23.03744823095608,21,-2.0374482309560804,2.0374482309560804,4.151195293826062,2026-06-16,2026-06-22
2026-06-17,BRANCH_A,SKU102,Cooking Oil,Grocery,21.442363148864583,21,-0.44236314886458317,0.44236314886458317,0.19568515547338936,2026-06-16,2026-06-22
2026-06-17,BRANCH_A,SKU103,Laundry Soap,Household,17.96310211893335,21,3.0368978810666505,3.0368978810666505,9.22274874002711,2026-06-16,2026-06-22
2026-06-17,BRANCH_B,SKU101,Basmati Rice,Grocery,28.31769500202907,27,-1.317695002029069,1.317695002029069,1.736320118372388,2026-06-16,2026-06-22
2026-06-17,BRANCH_B,SKU102,Cooking Oil,Grocery,16.3130984196125,14,-2.3130984196125013,2.3130984196125013,5.350424298813851,2026-06-16,2026-06-22
2026-06-17,BRANCH_B,SKU103,Laundry Soap,Household,12.028559677489103,11,-1.0285596774891026,1.0285596774891026,1.0579350101564868,2026-06-16,2026-06-22
2026-06-18,BRANCH_A,SKU101,Basmati Rice,Grocery,20.624996860795143,25,4.375003139204857,4.375003139204857,19.14065246805235,2026-06-16,2026-06-22
2026-06-18,BRANCH_A,SKU102,Cooking Oil,Grocery,17.151482614395096,16,-1.1514826143950962,1.1514826143950962,1.325912211254166,2026-06-16,2026-06-22
2026-06-18,BRANCH_A,SKU103,Laundry Soap,Household,12.657701732481499,12,-0.6577017324814989,0.6577017324814989,0.4325715689091651,2026-06-16,2026-06-22
2026-06-18,BRANCH_B,SKU101,Basmati Rice,Grocery,20.960613882918576,16,-4.960613882918576,4.960613882918576,24.60769009540451,2026-06-16,2026-06-22
2026-06-18,BRANCH_B,SKU102,Cooking Oil,Grocery,20.686160347174965,20,-0.6861603471749653,0.6861603471749653,0.47081602203526896,2026-06-16,2026-06-22
2026-06-18,BRANCH_B,SKU103,Laundry Soap,Household,11.92017112752033,13,1.0798288724796699,1.0798288724796699,1.166030393840715,2026-06-16,2026-06-22
2026-06-19,BRANCH_A,SKU101,Basmati Rice,Grocery,23.043019967259532,22,-1.0430199672595322,1.0430199672595322,1.0878906521020755,2026-06-16,2026-06-22
2026-06-19,BRANCH_A,SKU102,Cooking Oil,Grocery,16.907251321397233,19,2.092748678602767,2.092748678602767,4.379597031793628,2026-06-16,2026-06-22
2026-06-19,BRANCH_A,SKU103,Laundry Soap,Household,14.678081534067804,14,-0.6780815340678039,0.6780815340678039,0.4597945668437463,2026-06-16,2026-06-22
2026-06-19,BRANCH_B,SKU101,Basmati Rice,Grocery,21.229972850821333,16,-5.2299728508213335,5.2299728508213335,27.352616020328227,2026-06-16,2026-06-22
2026-06-19,BRANCH_B,SKU102,Cooking Oil,Grocery,15.14603351164928,14,-1.1460335116492804,1.1460335116492804,1.3133928098231813,2026-06-16,2026-06-22
2026-06-19,BRANCH_B,SKU103,Laundry Soap,Household,12.107830340923952,14,1.892169659076048,1.892169659076048,3.5803060187279674,2026-06-16,2026-06-22
2026-06-20,BRANCH_A,SKU101,Basmati Rice,Grocery,24.895710109012555,27,2.1042898909874452,2.1042898909874452,4.428035945311954,2026-06-16,2026-06-22
2026-06-20,BRANCH_A,SKU102,Cooking Oil,Grocery,18.695970749454787,20,1.304029250545213,1.304029250545213,1.7004922862775096,2026-06-16,2026-06-22
2026-06-20,BRANCH_A,SKU103,Laundry Soap,Household,17.436544792571215,16,-1.4365447925712154,1.4365447925712154,2.063660941063476,2026-06-16,2026-06-22
2026-06-20,BRANCH_B,SKU101,Basmati Rice,Grocery,21.945550317282652,22,0.054449682717347514,0.054449682717347514,0.0029647679480198125,2026-06-16,2026-06-22
2026-06-20,BRANCH_B,SKU102,Cooking Oil,Grocery,19.379823338869404,15,-4.379823338869404,4.379823338869404,19.182852479705133,2026-06-16,2026-06-22
2026-06-20,BRANCH_B,SKU103,Laundry Soap,Household,14.558310018059847,15,0.4416899819401525,0.4416899819401525,0.19509004014629225,2026-06-16,2026-06-22
2026-06-21,BRANCH_A,SKU101,Basmati Rice,Grocery,25.461067806216207,28,2.5389321937837934,2.5389321937837934,6.446176684631786,2026-06-16,2026-06-22
2026-06-21,BRANCH_A,SKU102,Cooking Oil,Grocery,19.118813916956523,19,-0.11881391695652255,0.11881391695652255,0.014116746862551436,2026-06-16,2026-06-22
2026-06-21,BRANCH_A,SKU103,Laundry Soap,Household,16.037655739863578,16,-0.03765573986357751,0.03765573986357751,0.0014179547446734203,2026-06-16,2026-06-22
2026-06-21,BRANCH_B,SKU101,Basmati Rice,Grocery,22.32906277914945,24,1.6709372208505506,1.6709372208505506,2.792031196023762,2026-06-16,2026-06-22
2026-06-21,BRANCH_B,SKU102,Cooking Oil,Grocery,18.09562990163171,21,2.9043700983682896,2.9043700983682896,8.435365668295828,2026-06-16,2026-06-22
2026-06-21,BRANCH_B,SKU103,Laundry Soap,Household,17.15230237655511,17,-0.15230237655510948,0.15230237655510948,0.02319601390433436,2026-06-16,2026-06-22
2026-06-22,BRANCH_A,SKU101,Basmati Rice,Grocery,23.357856443214693,20,-3.3578564432146933,3.3578564432146933,11.275199893238431,2026-06-16,2026-06-22
2026-06-22,BRANCH_A,SKU102,Cooking Oil,Grocery,21.301570547449757,18,-3.3015705474497565,3.3015705474497565,10.900368079787684,2026-06-16,2026-06-22
2026-06-22,BRANCH_A,SKU103,Laundry Soap,Household,13.720184485049284,14,0.279815514950716,0.279815514950716,0.07829672240713437,2026-06-16,2026-06-22
2026-06-22,BRANCH_B,SKU101,Basmati Rice,Grocery,21.67151957184922,20,-1.6715195718492204,1.6715195718492204,2.793977679075001,2026-06-16,2026-06-22
2026-06-22,BRANCH_B,SKU102,Cooking Oil,Grocery,14.245019762067876,15,0.7549802379321235,0.7549802379321235,0.5699951596680459,2026-06-16,2026-06-22
2026-06-22,BRANCH_B,SKU103,Laundry Soap,Household,11.416078613773664,11,-0.4160786137736636,0.4160786137736636,0.17312141283981355,2026-06-16,2026-06-22
2026-06-23,BRANCH_A,SKU101,Basmati Rice,Grocery,21.63573921613136,19,-2.635739216131359,2.635739216131359,6.947121215452751,2026-06-23,2026-06-29
2026-06-23,BRANCH_A,SKU102,Cooking Oil,Grocery,16.872991125311717,17,0.1270088746882827,0.1270088746882827,0.0161312542495839,2026-06-23,2026-06-29
2026-06-23,BRANCH_A,SKU103,Laundry Soap,Household,14.1553608453637,11,-3.1553608453637008,3.1553608453637008,9.956302064454329,2026-06-23,2026-06-29
2026-06-23,BRANCH_B,SKU101,Basmati Rice,Grocery,20.24277136187623,20,-0.24277136187622972,0.24277136187622972,0.05893793414723929,2026-06-23,2026-06-29
2026-06-23,BRANCH_B,SKU102,Cooking Oil,Grocery,15.21655354626401,20,4.783446453735991,4.783446453735991,22.881359975759423,2026-06-23,2026-06-29
2026-06-23,BRANCH_B,SKU103,Laundry Soap,Household,11.860352609279955,9,-2.860352609279955,2.860352609279955,8.181617049414648,2026-06-23,2026-06-29
2026-06-24,BRANCH_A,SKU101,Basmati Rice,Grocery,21.4174891067551,23,1.5825108932449012,1.5825108932449012,2.504340727238775,2026-06-23,2026-06-29
2026-06-24,BRANCH_A,SKU102,Cooking Oil,Grocery,16.880625870569954,17,0.11937412943004588,0.11937412943004588,0.014250182777181347,2026-06-23,2026-06-29
2026-06-24,BRANCH_A,SKU103,Laundry Soap,Household,13.804194848348345,14,0.1958051516516548,0.1958051516516548,0.03833965741332753,2026-06-23,2026-06-29
2026-06-24,BRANCH_B,SKU101,Basmati Rice,Grocery,25.386463474214686,30,4.613536525785314,4.613536525785314,21.284719274755222,2026-06-23,2026-06-29
2026-06-24,BRANCH_B,SKU102,Cooking Oil,Grocery,14.24263245423232,11,-3.2426324542323197,3.2426324542323197,10.514665233240716,2026-06-23,2026-06-29
2026-06-24,BRANCH_B,SKU103,Laundry Soap,Household,12.192662318421954,10,-2.192662318421954,2.192662318421954,4.807768042627538,2026-06-23,2026-06-29
2026-06-25,BRANCH_A,SKU101,Basmati Rice,Grocery,20.967723193419644,24,3.032276806580356,3.032276806580356,9.19470263172516,2026-06-23,2026-06-29
2026-06-25,BRANCH_A,SKU102,Cooking Oil,Grocery,20.69877390525458,20,-0.6987739052545798,0.6987739052545798,0.48828497066473653,2026-06-23,2026-06-29
2026-06-25,BRANCH_A,SKU103,Laundry Soap,Household,13.866322044602995,13,-0.8663220446029953,0.8663220446029953,0.7505138849651143,2026-06-23,2026-06-29
2026-06-25,BRANCH_B,SKU101,Basmati Rice,Grocery,18.771632111025625,21,2.2283678889743754,2.2283678889743754,4.9656234486121145,2026-06-23,2026-06-29
2026-06-25,BRANCH_B,SKU102,Cooking Oil,Grocery,15.138571559698025,14,-1.1385715596980255,1.1385715596980255,1.2963451965531945,2026-06-23,2026-06-29
2026-06-25,BRANCH_B,SKU103,Laundry Soap,Household,11.87841971308737,10,-1.8784197130873697,1.8784197130873697,3.5284606185152363,2026-06-23,2026-06-29
2026-06-26,BRANCH_A,SKU101,Basmati Rice,Grocery,22.571799512164002,20,-2.5717995121640023,2.5717995121640023,6.614152730767,2026-06-23,2026-06-29
2026-06-26,BRANCH_A,SKU102,Cooking Oil,Grocery,17.697527407365094,17,-0.6975274073650937,0.6975274073650937,0.48654448402546935,2026-06-23,2026-06-29
2026-06-26,BRANCH_A,SKU103,Laundry Soap,Household,14.820441113893976,13,-1.8204411138939758,1.8204411138939758,3.314005849155539,2026-06-23,2026-06-29
2026-06-26,BRANCH_B,SKU101,Basmati Rice,Grocery,18.056395894315408,24,5.943604105684592,5.943604105684592,35.326429765110746,2026-06-23,2026-06-29
2026-06-26,BRANCH_B,SKU102,Cooking Oil,Grocery,19.58564814713982,18,-1.5856481471398212,1.5856481471398212,2.514280046527948,2026-06-23,2026-06-29
2026-06-26,BRANCH_B,SKU103,Laundry Soap,Household,12.727311232673227,12,-0.7273112326732267,0.7273112326732267,0.5289816291726486,2026-06-23,2026-06-29
2026-06-27,BRANCH_A,SKU101,Basmati Rice,Grocery,25.708088025292394,26,0.291911974707606,0.291911974707606,0.085212600977694,2026-06-23,2026-06-29
2026-06-27,BRANCH_A,SKU102,Cooking Oil,Grocery,20.109968209039984,22,1.8900317909600162,1.8900317909600162,3.5722201708395263,2026-06-23,2026-06-29
2026-06-27,BRANCH_A,SKU103,Laundry Soap,Household,16.91306318346087,17,0.08693681653912932,0.08693681653912932,0.00755801006995823,2026-06-23,2026-06-29
2026-06-27,BRANCH_B,SKU101,Basmati Rice,Grocery,22.78552767545375,23,0.2144723245462501,0.2144723245462501,0.04599837799627203,2026-06-23,2026-06-29
2026-06-27,BRANCH_B,SKU102,Cooking Oil,Grocery,18.700223408529833,19,0.29977659147016666,0.29977659147016666,0.0898660047934712,2026-06-23,2026-06-29
2026-06-27,BRANCH_B,SKU103,Laundry Soap,Household,13.879256640589368,14,0.12074335941063197,0.12074335941063197,0.014578958841765048,2026-06-23,2026-06-29
2026-06-28,BRANCH_A,SKU101,Basmati Rice,Grocery,26.714544045194813,26,-0.7145440451948133,0.7145440451948133,0.5105731925233674,2026-06-23,2026-06-29
2026-06-28,BRANCH_A,SKU102,Cooking Oil,Grocery,19.49514467229787,20,0.5048553277021313,0.5048553277021313,0.25487890190922635,2026-06-23,2026-06-29
2026-06-28,BRANCH_A,SKU103,Laundry Soap,Household,17.03327787644628,17,-0.033277876446280885,0.033277876446280885,0.001107417060773936,2026-06-23,2026-06-29
2026-06-28,BRANCH_B,SKU101,Basmati Rice,Grocery,23.816512494491455,22,-1.8165124944914552,1.8165124944914552,3.2997176426435693,2026-06-23,2026-06-29
2026-06-28,BRANCH_B,SKU102,Cooking Oil,Grocery,19.463770574705375,22,2.536229425294625,2.536229425294625,6.4324596977303035,2026-06-23,2026-06-29
2026-06-28,BRANCH_B,SKU103,Laundry Soap,Household,14.122459805944018,13,-1.1224598059440183,1.1224598059440183,1.2599160159598832,2026-06-23,2026-06-29
2026-06-29,BRANCH_A,SKU101,Basmati Rice,Grocery,22.93802572849066,24,1.0619742715093388,1.0619742715093388,1.1277893533477907,2026-06-23,2026-06-29
2026-06-29,BRANCH_A,SKU102,Cooking Oil,Grocery,18.059303823286115,20,1.9406961767138853,1.9406961767138853,3.766301650311892,2026-06-23,2026-06-29
2026-06-29,BRANCH_A,SKU103,Laundry Soap,Household,14.048771209627294,12,-2.0487712096272936,2.0487712096272936,4.197463469397684,2026-06-23,2026-06-29
2026-06-29,BRANCH_B,SKU101,Basmati Rice,Grocery,20.445420826153587,22,1.5545791738464132,1.5545791738464132,2.4167164077569967,2026-06-23,2026-06-29
2026-06-29,BRANCH_B,SKU102,Cooking Oil,Grocery,14.933381759585684,15,0.06661824041431608,0.06661824041431608,0.004437989955899616,2026-06-23,2026-06-29
