date,store_id,product_id,product_name,category,units_sold,promotion
2026-01-27,STORE_2,P002,Bread,Bakery,20,0
2026-01-27,STORE_2,P003,Soft Drink,Beverages,35,0
2026-01-28,STORE_1,P001,Milk,Dairy,28,0
2026-01-28,STORE_1,P002,Bread,Bakery,20,0
2026-01-28,STORE_1,P003,Soft Drink,Beverages,35,0
2026-01-28,STORE_2,P001,Milk,Dairy,27,0
2026-01-28,STORE_2,P002,Bread,Bakery,20,0
2026-01-28,STORE_2,P003,Soft Drink,Beverages,35,0
2026-01-29,STORE_1,P001,Milk,Dairy,23,0
2026-01-29,STORE_1,P002,Bread,Bakery,20,0
2026-01-29,STORE_1,P003,Soft Drink,Beverages,32,0
2026-01-29,STORE_2,P001,Milk,Dairy,21,0
2026-01-29,STORE_2,P002,Bread,Bakery,24,1
2026-01-29,STORE_2,P003,Soft Drink,Beverages,37,0
2026-01-30,STORE_1,P001,Milk,Dairy,26,0
2026-01-30,STORE_1,P002,Bread,Bakery,19,0
2026-01-30,STORE_1,P003,Soft Drink,Beverages,29,0
2026-01-30,STORE_2,P001,Milk,Dairy,27,0
2026-01-30,STORE_2,P002,Bread,Bakery,22,0
2026-01-30,STORE_2,P003,Soft Drink,Beverages,38,0
2026-01-31,STORE_1,P001,Milk,Dairy,32,0
2026-01-31,STORE_1,P002,Bread,Bakery,22,0
2026-01-31,STORE_1,P003,Soft Drink,Beverages,43,0
2026-01-31,STORE_2,P001,Milk,Dairy,30,0
2026-01-31,STORE_2,P002,Bread,Bakery,23,0
2026-01-31,STORE_2,P003,Soft Drink,Beverages,39,0
2026-02-01,STORE_1,P001,Milk,Dairy,34,0
2026-02-01,STORE_1,P002,Bread,Bakery,19,0
2026-02-01,STORE_1,P003,Soft Drink,Beverages,45,0
2026-02-01,STORE_2,P001,Milk,Dairy,34,0
2026-02-01,STORE_2,P002,Bread,Bakery,24,0
2026-02-01,STORE_2,P003,Soft Drink,Beverages,49,0
2026-02-02,STORE_1,P001,Milk,Dairy,19,0
2026-02-02,STORE_1,P002,Bread,Bakery,17,0
2026-02-02,STORE_1,P003,Soft Drink,Beverages,49,1
2026-02-02,STORE_2,P001,Milk,Dairy,21,0
2026-02-02,STORE_2,P002,Bread,Bakery,16,0
2026-02-02,STORE_2,P003,Soft Drink,Beverages,37,0
2026-02-03,STORE_1,P001,Milk,Dairy,21,0
2026-02-03,STORE_1,P002,Bread,Bakery,18,0
2026-02-03,STORE_1,P003,Soft Drink,Beverages,36,0
2026-02-03,STORE_2,P001,Milk,Dairy,25,0
2026-02-03,STORE_2,P002,Bread,Bakery,24,1
2026-02-03,STORE_2,P003,Soft Drink,Beverages,43,1
2026-02-04,STORE_1,P001,Milk,Dairy,26,0
2026-02-04,STORE_1,P002,Bread,Bakery,17,0
2026-02-04,STORE_1,P003,Soft Drink,Beverages,34,0
2026-02-04,STORE_2,P001,Milk,Dairy,35,1
2026-02-04,STORE_2,P002,Bread,Bakery,14,0
2026-02-04,STORE_2,P003,Soft Drink,Beverages,28,0
2026-02-05,STORE_1,P001,Milk,Dairy,35,1
2026-02-05,STORE_1,P002,Bread,Bakery,19,0
2026-02-05,STORE_1,P003,Soft Drink,Beverages,39,0
2026-02-05,STORE_2,P001,Milk,Dairy,30,1
2026-02-05,STORE_2,P002,Bread,Bakery,18,0
2026-02-05,STORE_2,P003,Soft Drink,Beverages,35,0
2026-02-06,STORE_1,P001,Milk,Dairy,23,0
2026-02-06,STORE_1,P002,Bread,Bakery,15,0
2026-02-06,STORE_1,P003,Soft Drink,Beverages,37,0
2026-02-06,STORE_2,P001,Milk,Dairy,21,0
2026-02-06,STORE_2,P002,Bread,Bakery,20,1
2026-02-06,STORE_2,P003,Soft Drink,Beverages,45,1
2026-02-07,STORE_1,P001,Milk,Dairy,33,0
2026-02-07,STORE_1,P002,Bread,Bakery,26,1
2026-02-07,STORE_1,P003,Soft Drink,Beverages,40,0
2026-02-07,STORE_2,P001,Milk,Dairy,29,0
2026-02-07,STORE_2,P002,Bread,Bakery,23,0
2026-02-07,STORE_2,P003,Soft Drink,Beverages,41,0
2026-02-08,STORE_1,P001,Milk,Dairy,33,0
2026-02-08,STORE_1,P002,Bread,Bakery,25,0
2026-02-08,STORE_1,P003,Soft Drink,Beverages,42,0
2026-02-08,STORE_2,P001,Milk,Dairy,36,0
2026-02-08,STORE_2,P002,Bread,Bakery,22,0
2026-02-08,STORE_2,P003,Soft Drink,Beverages,45,0
2026-02-09,STORE_1,P001,Milk,Dairy,26,0
2026-02-09,STORE_1,P002,Bread,Bakery,19,0
2026-02-09,STORE_1,P003,Soft Drink,Beverages,30,0
2026-02-09,STORE_2,P001,Milk,Dairy,22,0
2026-02-09,STORE_2,P002,Bread,Bakery,23,1
2026-02-09,STORE_2,P003,Soft Drink,Beverages,38,0
2026-02-10,STORE_1,P001,Milk,Dairy,26,0
2026-02-10,STORE_1,P002,Bread,Bakery,17,0
2026-02-10,STORE_1,P003,Soft Drink,Beverages,37,0
2026-02-10,STORE_2,P001,Milk,Dairy,28,0
2026-02-10,STORE_2,P002,Bread,Bakery,18,0
2026-02-10,STORE_2,P003,Soft Drink,Beverages,36,0
2026-02-11,STORE_1,P001,Milk,Dairy,25,0
2026-02-11,STORE_1,P002,Bread,Bakery,18,0
2026-02-11,STORE_1,P003,Soft Drink,Beverages,33,0
2026-02-11,STORE_2,P001,Milk,Dairy,22,0
2026-02-11,STORE_2,P002,Bread,Bakery,20,0
2026-02-11,STORE_2,P003,Soft Drink,Beverages,49,1
2026-02-12,STORE_1,P001,Milk,Dairy,32,1
2026-02-12,STORE_1,P002,Bread,Bakery,17,0
2026-02-12,STORE_1,P003,Soft Drink,Beverages,30,0
2026-02-12,STORE_2,P001,Milk,Dairy,27,1
2026-02-12,STORE_2,P002,Bread,Bakery,22,0
2026-02-12,STORE_2,P003,Soft Drink,Beverages,33,0
2026-02-13,STORE_1,P001,Milk,Dairy,16,0
2026-02-13,STORE_1,P002,Bread,Bakery,25,0
2026-02-13,STORE_1,P003,Soft Drink,Beverages,33,0
2026-02-13,STORE_2,P001,Milk,Dairy,20,0
2026-02-13,STORE_2,P002,Bread,Bakery,18,0
2026-02-13,STORE_2,P003,Soft Drink,Beverages,48,1
2026-02-14,STORE_1,P001,Milk,Dairy,32,0
2026-02-14,STORE_1,P002,Bread,Bakery,24,0
2026-02-14,STORE_1,P003,Soft Drink,Beverages,39,0
2026-02-14,STORE_2,P001,Milk,Dairy,34,0
2026-02-14,STORE_2,P002,Bread,Bakery,26,0
2026-02-14,STORE_2,P003,Soft Drink,Beverages,46,0
2026-02-15,STORE_1,P001,Milk,Dairy,31,0
2026-02-15,STORE_1,P002,Bread,Bakery,21,0
2026-02-15,STORE_1,P003,Soft Drink,Beverages,41,0
2026-02-15,STORE_2,P001,Milk,Dairy,34,1
2026-02-15,STORE_2,P002,Bread,Bakery,20,0
2026-02-15,STORE_2,P003,Soft Drink,Beverages,35,0
2026-02-16,STORE_1,P001,Milk,Dairy,27,1
2026-02-16,STORE_1,P002,Bread,Bakery,19,0
2026-02-16,STORE_1,P003,Soft Drink,Beverages,34,0
2026-02-16,STORE_2,P001,Milk,Dairy,26,0
2026-02-16,STORE_2,P002,Bread,Bakery,20,0
2026-02-16,STORE_2,P003,Soft Drink,Beverages,36,0
2026-02-17,STORE_1,P001,Milk,Dairy,26,0
2026-02-17,STORE_1,P002,Bread,Bakery,18,0
2026-02-17,STORE_1,P003,Soft Drink,Beverages,33,0
2026-02-17,STORE_2,P001,Milk,Dairy,21,0
2026-02-17,STORE_2,P002,Bread,Bakery,16,0
2026-02-17,STORE_2,P003,Soft Drink,Beverages,35,0
2026-02-18,STORE_1,P001,Milk,Dairy,25,0
2026-02-18,STORE_1,P002,Bread,Bakery,21,0
2026-02-18,STORE_1,P003,Soft Drink,Beverages,35,0
2026-02-18,STORE_2,P001,Milk,Dairy,27,0
2026-02-18,STORE_2,P002,Bread,Bakery,14,0
2026-02-18,STORE_2,P003,Soft Drink,Beverages,46,1
2026-02-19,STORE_1,P001,Milk,Dairy,26,0
2026-02-19,STORE_1,P002,Bread,Bakery,22,0
2026-02-19,STORE_1,P003,Soft Drink,Beverages,34,0
2026-02-19,STORE_2,P001,Milk,Dairy,18,0
2026-02-19,STORE_2,P002,Bread,Bakery,17,0
2026-02-19,STORE_2,P003,Soft Drink,Beverages,37,0
2026-02-20,STORE_1,P001,Milk,Dairy,21,0
2026-02-20,STORE_1,P002,Bread,Bakery,19,0
2026-02-20,STORE_1,P003,Soft Drink,Beverages,31,0
2026-02-20,STORE_2,P001,Milk,Dairy,30,0
2026-02-20,STORE_2,P002,Bread,Bakery,17,0
2026-02-20,STORE_2,P003,Soft Drink,Beverages,31,0
2026-02-21,STORE_1,P001,Milk,Dairy,28,0
2026-02-21,STORE_1,P002,Bread,Bakery,22,0
2026-02-21,STORE_1,P003,Soft Drink,Beverages,44,0
2026-02-21,STORE_2,P001,Milk,Dairy,34,0
2026-02-21,STORE_2,P002,Bread,Bakery,20,0
2026-02-21,STORE_2,P003,Soft Drink,Beverages,44,0
2026-02-22,STORE_1,P001,Milk,Dairy,34,1
2026-02-22,STORE_1,P002,Bread,Bakery,25,1
2026-02-22,STORE_1,P003,Soft Drink,Beverages,38,0
2026-02-22,STORE_2,P001,Milk,Dairy,28,0
2026-02-22,STORE_2,P002,Bread,Bakery,24,0
2026-02-22,STORE_2,P003,Soft Drink,Beverages,53,1
2026-02-23,STORE_1,P001,Milk,Dairy,24,0
2026-02-23,STORE_1,P002,Bread,Bakery,24,1
2026-02-23,STORE_1,P003,Soft Drink,Beverages,36,0
2026-02-23,STORE_2,P001,Milk,Dairy,24,0
2026-02-23,STORE_2,P002,Bread,Bakery,15,0
2026-02-23,STORE_2,P003,Soft Drink,Beverages,40,0
2026-02-24,STORE_1,P001,Milk,Dairy,24,0
2026-02-24,STORE_1,P002,Bread,Bakery,17,0
2026-02-24,STORE_1,P003,Soft Drink,Beverages,34,0
2026-02-24,STORE_2,P001,Milk,Dairy,27,0
2026-02-24,STORE_2,P002,Bread,Bakery,14,0
2026-02-24,STORE_2,P003,Soft Drink,Beverages,41,0
2026-02-25,STORE_1,P001,Milk,Dairy,24,0
2026-02-25,STORE_1,P002,Bread,Bakery,20,0
2026-02-25,STORE_1,P003,Soft Drink,Beverages,31,0
2026-02-25,STORE_2,P001,Milk,Dairy,25,0
2026-02-25,STORE_2,P002,Bread,Bakery,24,0
2026-02-25,STORE_2,P003,Soft Drink,Beverages,40,0
2026-02-26,STORE_1,P001,Milk,Dairy,34,1
2026-02-26,STORE_1,P002,Bread,Bakery,21,1
2026-02-26,STORE_1,P003,Soft Drink,Beverages,39,0
2026-02-26,STORE_2,P001,Milk,Dairy,20,0
2026-02-26,STORE_2,P002,Bread,Bakery,15,0
2026-02-26,STORE_2,P003,Soft Drink,Beverages,35,0
2026-02-27,STORE_1,P001,Milk,Dairy,20,0
2026-02-27,STORE_1,P002,Bread,Bakery,16,0
2026-02-27,STORE_1,P003,Soft Drink,Beverages,37,0
2026-02-27,STORE_2,P001,Milk,Dairy,23,0
2026-02-27,STORE_2,P002,Bread,Bakery,21,0
2026-02-27,STORE_2,P003,Soft Drink,Beverages,42,0
2026-02-28,STORE_1,P001,Milk,Dairy,31,0
2026-02-28,STORE_1,P002,Bread,Bakery,24,0
2026-02-28,STORE_1,P003,Soft Drink,Beverages,46,0
2026-02-28,STORE_2,P001,Milk,Dairy,29,0
2026-02-28,STORE_2,P002,Bread,Bakery,24,0
2026-02-28,STORE_2,P003,Soft Drink,Beverages,41,0
2026-03-01,STORE_1,P001,Milk,Dairy,31,0
2026-03-01,STORE_1,P002,Bread,Bakery,24,0
2026-03-01,STORE_1,P003,Soft Drink,Beverages,40,0
2026-03-01,STORE_2,P001,Milk,Dairy,32,1
2026-03-01,STORE_2,P002,Bread,Bakery,25,1
2026-03-01,STORE_2,P003,Soft Drink,Beverages,45,0
2026-03-02,STORE_1,P001,Milk,Dairy,29,1
2026-03-02,STORE_1,P002,Bread,Bakery,21,0
2026-03-02,STORE_1,P003,Soft Drink,Beverages,32,0
2026-03-02,STORE_2,P001,Milk,Dairy,24,0
2026-03-02,STORE_2,P002,Bread,Bakery,18,0
2026-03-02,STORE_2,P003,Soft Drink,Beverages,32,0
2026-03-03,STORE_1,P001,Milk,Dairy,32,1
2026-03-03,STORE_1,P002,Bread,Bakery,13,0
2026-03-03,STORE_1,P003,Soft Drink,Beverages,34,0
2026-03-03,STORE_2,P001,Milk,Dairy,25,0
2026-03-03,STORE_2,P002,Bread,Bakery,11,0
2026-03-03,STORE_2,P003,Soft Drink,Beverages,32,0
2026-03-04,STORE_1,P001,Milk,Dairy,26,0
2026-03-04,STORE_1,P002,Bread,Bakery,15,0
2026-03-04,STORE_1,P003,Soft Drink,Beverages,36,0
2026-03-04,STORE_2,P001,Milk,Dairy,27,0
2026-03-04,STORE_2,P002,Bread,Bakery,19,0
2026-03-04,STORE_2,P003,Soft Drink,Beverages,48,1
2026-03-05,STORE_1,P001,Milk,Dairy,28,1
2026-03-05,STORE_1,P002,Bread,Bakery,21,0
2026-03-05,STORE_1,P003,Soft Drink,Beverages,32,0
2026-03-05,STORE_2,P001,Milk,Dairy,25,0
2026-03-05,STORE_2,P002,Bread,Bakery,23,0
2026-03-05,STORE_2,P003,Soft Drink,Beverages,34,0
2026-03-06,STORE_1,P001,Milk,Dairy,25,0
2026-03-06,STORE_1,P002,Bread,Bakery,15,0
2026-03-06,STORE_1,P003,Soft Drink,Beverages,40,0
2026-03-06,STORE_2,P001,Milk,Dairy,22,0
2026-03-06,STORE_2,P002,Bread,Bakery,20,0
2026-03-06,STORE_2,P003,Soft Drink,Beverages,39,0
2026-03-07,STORE_1,P001,Milk,Dairy,32,0
2026-03-07,STORE_1,P002,Bread,Bakery,29,1
2026-03-07,STORE_1,P003,Soft Drink,Beverages,42,0
2026-03-07,STORE_2,P001,Milk,Dairy,26,0
2026-03-07,STORE_2,P002,Bread,Bakery,27,0
2026-03-07,STORE_2,P003,Soft Drink,Beverages,43,0
2026-03-08,STORE_1,P001,Milk,Dairy,30,0
2026-03-08,STORE_1,P002,Bread,Bakery,18,0
2026-03-08,STORE_1,P003,Soft Drink,Beverages,42,0
2026-03-08,STORE_2,P001,Milk,Dairy,30,0
2026-03-08,STORE_2,P002,Bread,Bakery,33,1
2026-03-08,STORE_2,P003,Soft Drink,Beverages,42,0
2026-03-09,STORE_1,P001,Milk,Dairy,25,0
2026-03-09,STORE_1,P002,Bread,Bakery,15,0
2026-03-09,STORE_1,P003,Soft Drink,Beverages,33,0
2026-03-09,STORE_2,P001,Milk,Dairy,27,0
2026-03-09,STORE_2,P002,Bread,Bakery,13,0
2026-03-09,STORE_2,P003,Soft Drink,Beverages,48,1
2026-03-10,STORE_1,P001,Milk,Dairy,28,0
2026-03-10,STORE_1,P002,Bread,Bakery,15,0
2026-03-10,STORE_1,P003,Soft Drink,Beverages,36,0
2026-03-10,STORE_2,P001,Milk,Dairy,29,0
2026-03-10,STORE_2,P002,Bread,Bakery,18,0
2026-03-10,STORE_2,P003,Soft Drink,Beverages,34,0
2026-03-11,STORE_1,P001,Milk,Dairy,24,0
2026-03-11,STORE_1,P002,Bread,Bakery,19,0
2026-03-11,STORE_1,P003,Soft Drink,Beverages,33,0
2026-03-11,STORE_2,P001,Milk,Dairy,24,0
2026-03-11,STORE_2,P002,Bread,Bakery,19,0
2026-03-11,STORE_2,P003,Soft Drink,Beverages,34,0
2026-03-12,STORE_1,P001,Milk,Dairy,22,0
2026-03-12,STORE_1,P002,Bread,Bakery,12,0
2026-03-12,STORE_1,P003,Soft Drink,Beverages,35,0
2026-03-12,STORE_2,P001,Milk,Dairy,29,0
2026-03-12,STORE_2,P002,Bread,Bakery,19,0
2026-03-12,STORE_2,P003,Soft Drink,Beverages,32,0
2026-03-13,STORE_1,P001,Milk,Dairy,23,0
2026-03-13,STORE_1,P002,Bread,Bakery,17,0
2026-03-13,STORE_1,P003,Soft Drink,Beverages,41,0
2026-03-13,STORE_2,P001,Milk,Dairy,38,1
2026-03-13,STORE_2,P002,Bread,Bakery,23,0
2026-03-13,STORE_2,P003,Soft Drink,Beverages,35,0
2026-03-14,STORE_1,P001,Milk,Dairy,40,0
2026-03-14,STORE_1,P002,Bread,Bakery,19,0
2026-03-14,STORE_1,P003,Soft Drink,Beverages,41,0
2026-03-14,STORE_2,P001,Milk,Dairy,33,0
2026-03-14,STORE_2,P002,Bread,Bakery,22,0
2026-03-14,STORE_2,P003,Soft Drink,Beverages,43,0
2026-03-15,STORE_1,P001,Milk,Dairy,24,0
2026-03-15,STORE_1,P002,Bread,Bakery,19,0
2026-03-15,STORE_1,P003,Soft Drink,Beverages,54,1
2026-03-15,STORE_2,P001,Milk,Dairy,28,0
2026-03-15,STORE_2,P002,Bread,Bakery,18,0
2026-03-15,STORE_2,P003,Soft Drink,Beverages,40,0
2026-03-16,STORE_1,P001,Milk,Dairy,26,0
2026-03-16,STORE_1,P002,Bread,Bakery,20,0
2026-03-16,STORE_1,P003,Soft Drink,Beverages,29,0
2026-03-16,STORE_2,P001,Milk,Dairy,25,0
2026-03-16,STORE_2,P002,Bread,Bakery,18,0
2026-03-16,STORE_2,P003,Soft Drink,Beverages,36,0
2026-03-17,STORE_1,P001,Milk,Dairy,22,0
2026-03-17,STORE_1,P002,Bread,Bakery,15,0
2026-03-17,STORE_1,P003,Soft Drink,Beverages,39,0
2026-03-17,STORE_2,P001,Milk,Dairy,17,0
2026-03-17,STORE_2,P002,Bread,Bakery,16,0
2026-03-17,STORE_2,P003,Soft Drink,Beverages,34,0
2026-03-18,STORE_1,P001,Milk,Dairy,24,0
2026-03-18,STORE_1,P002,Bread,Bakery,16,0
2026-03-18,STORE_1,P003,Soft Drink,Beverages,36,0
2026-03-18,STORE_2,P001,Milk,Dairy,26,0
2026-03-18,STORE_2,P002,Bread,Bakery,18,0
2026-03-18,STORE_2,P003,Soft Drink,Beverages,33,0
2026-03-19,STORE_1,P001,Milk,Dairy,24,0
2026-03-19,STORE_1,P002,Bread,Bakery,18,0
2026-03-19,STORE_1,P003,Soft Drink,Beverages,33,0
