sales_date,store_nbr,family_name,sales,onpromotion,is_closed_day,is_holiday,is_event,is_work_day,oil_price
2017-07-13,5,BEVERAGES,1386.0,39,0,0,0,0,46.06
2017-07-13,5,BOOKS,0.0,0,0,0,0,0,46.06
2017-07-13,5,BREAD/BAKERY,304.775,0,0,0,0,0,46.06
2017-07-13,5,CELEBRATION,12.0,0,0,0,0,0,46.06
2017-07-13,5,CLEANING,932.0,23,0,0,0,0,46.06
2017-07-13,5,DAIRY,479.0,21,0,0,0,0,46.06
2017-07-13,5,DELI,191.888,13,0,0,0,0,46.06
2017-07-13,5,EGGS,57.0,0,0,0,0,0,46.06
2017-07-13,5,FROZEN FOODS,89.956,1,0,0,0,0,46.06
2017-07-13,5,GROCERY I,2432.0,52,0,0,0,0,46.06
2017-07-13,5,GROCERY II,31.0,1,0,0,0,0,46.06
2017-07-13,5,HARDWARE,1.0,0,0,0,0,0,46.06
2017-07-13,5,HOME AND KITCHEN I,14.0,4,0,0,0,0,46.06
2017-07-13,5,HOME AND KITCHEN II,32.0,0,0,0,0,0,46.06
2017-07-13,5,HOME APPLIANCES,0.0,0,0,0,0,0,46.06
2017-07-13,5,HOME CARE,235.0,15,0,0,0,0,46.06
2017-07-13,5,LADIESWEAR,8.0,0,0,0,0,0,46.06
2017-07-13,5,LAWN AND GARDEN,7.0,0,0,0,0,0,46.06
2017-07-13,5,LINGERIE,14.0,0,0,0,0,0,46.06
2017-07-13,5,"LIQUOR,WINE,BEER",47.0,4,0,0,0,0,46.06
2017-07-13,5,MAGAZINES,7.0,0,0,0,0,0,46.06
2017-07-13,5,MEATS,200.226,0,0,0,0,0,46.06
2017-07-13,5,PERSONAL CARE,174.0,5,0,0,0,0,46.06
2017-07-13,5,PET SUPPLIES,0.0,0,0,0,0,0,46.06
2017-07-13,5,PLAYERS AND ELECTRONICS,3.0,0,0,0,0,0,46.06
2017-07-13,5,POULTRY,179.321,0,0,0,0,0,46.06
2017-07-13,5,PREPARED FOODS,61.96,0,0,0,0,0,46.06
2017-07-13,5,PRODUCE,1250.608,3,0,0,0,0,46.06
2017-07-13,5,SCHOOL AND OFFICE SUPPLIES,0.0,0,0,0,0,0,46.06
2017-07-13,5,SEAFOOD,7.831,0,0,0,0,0,46.06
2017-07-13,6,AUTOMOTIVE,5.0,0,0,0,0,0,46.06
2017-07-13,6,BABY CARE,2.0,0,0,0,0,0,46.06
2017-07-13,6,BEAUTY,5.0,0,0,0,0,0,46.06
2017-07-13,6,BEVERAGES,2721.0,41,0,0,0,0,46.06
2017-07-13,6,BOOKS,0.0,0,0,0,0,0,46.06
2017-07-13,6,BREAD/BAKERY,442.844,0,0,0,0,0,46.06
2017-07-13,6,CELEBRATION,5.0,0,0,0,0,0,46.06
2017-07-13,6,CLEANING,1103.0,21,0,0,0,0,46.06
2017-07-13,6,DAIRY,678.0,26,0,0,0,0,46.06
2017-07-13,6,DELI,244.693,15,0,0,0,0,46.06
2017-07-13,6,EGGS,131.0,0,0,0,0,0,46.06
2017-07-13,6,FROZEN FOODS,108.0,1,0,0,0,0,46.06
2017-07-13,6,GROCERY I,4011.0,58,0,0,0,0,46.06
2017-07-13,6,GROCERY II,30.0,1,0,0,0,0,46.06
2017-07-13,6,HARDWARE,3.0,0,0,0,0,0,46.06
2017-07-13,6,HOME AND KITCHEN I,21.0,2,0,0,0,0,46.06
2017-07-13,6,HOME AND KITCHEN II,46.0,1,0,0,0,0,46.06
2017-07-13,6,HOME APPLIANCES,0.0,0,0,0,0,0,46.06
2017-07-13,6,HOME CARE,286.0,9,0,0,0,0,46.06
2017-07-13,6,LADIESWEAR,14.0,0,0,0,0,0,46.06
2017-07-13,6,LAWN AND GARDEN,14.0,0,0,0,0,0,46.06
2017-07-13,6,LINGERIE,11.0,0,0,0,0,0,46.06
2017-07-13,6,"LIQUOR,WINE,BEER",40.0,3,0,0,0,0,46.06
2017-07-13,6,MAGAZINES,7.0,0,0,0,0,0,46.06
2017-07-13,6,MEATS,307.547,0,0,0,0,0,46.06
2017-07-13,6,PERSONAL CARE,262.0,7,0,0,0,0,46.06
2017-07-13,6,PET SUPPLIES,4.0,0,0,0,0,0,46.06
2017-07-13,6,PLAYERS AND ELECTRONICS,15.0,0,0,0,0,0,46.06
2017-07-13,6,POULTRY,360.40298,0,0,0,0,0,46.06
2017-07-13,6,PREPARED FOODS,71.481,0,0,0,0,0,46.06
2017-07-13,6,PRODUCE,1801.802,6,0,0,0,0,46.06
2017-07-13,6,SCHOOL AND OFFICE SUPPLIES,0.0,0,0,0,0,0,46.06
2017-07-13,6,SEAFOOD,20.734,0,0,0,0,0,46.06
2017-07-13,7,AUTOMOTIVE,5.0,0,0,0,0,0,46.06
2017-07-13,7,BABY CARE,0.0,0,0,0,0,0,46.06
2017-07-13,7,BEAUTY,4.0,0,0,0,0,0,46.06
2017-07-13,7,BEVERAGES,3409.0,47,0,0,0,0,46.06
2017-07-13,7,BOOKS,0.0,0,0,0,0,0,46.06
2017-07-13,7,BREAD/BAKERY,556.414,0,0,0,0,0,46.06
2017-07-13,7,CELEBRATION,8.0,0,0,0,0,0,46.06
2017-07-13,7,CLEANING,933.0,22,0,0,0,0,46.06
2017-07-13,7,DAIRY,1027.0,27,0,0,0,0,46.06
2017-07-13,7,DELI,140.466,13,0,0,0,0,46.06
2017-07-13,7,EGGS,205.0,0,0,0,0,0,46.06
2017-07-13,7,FROZEN FOODS,192.0,1,0,0,0,0,46.06
2017-07-13,7,GROCERY I,3499.0,57,0,0,0,0,46.06
2017-07-13,7,GROCERY II,31.0,0,0,0,0,0,46.06
2017-07-13,7,HARDWARE,2.0,0,0,0,0,0,46.06
2017-07-13,7,HOME AND KITCHEN I,15.0,4,0,0,0,0,46.06
2017-07-13,7,HOME AND KITCHEN II,11.0,1,0,0,0,0,46.06
2017-07-13,7,HOME APPLIANCES,0.0,0,0,0,0,0,46.06
2017-07-13,7,HOME CARE,220.0,12,0,0,0,0,46.06
2017-07-13,7,LADIESWEAR,16.0,0,0,0,0,0,46.06
2017-07-13,7,LAWN AND GARDEN,43.0,0,0,0,0,0,46.06
2017-07-13,7,LINGERIE,7.0,0,0,0,0,0,46.06
2017-07-13,7,"LIQUOR,WINE,BEER",130.0,6,0,0,0,0,46.06
2017-07-13,7,MAGAZINES,12.0,0,0,0,0,0,46.06
2017-07-13,7,MEATS,394.256,0,0,0,0,0,46.06
2017-07-13,7,PERSONAL CARE,213.0,4,0,0,0,0,46.06
2017-07-13,7,PET SUPPLIES,5.0,0,0,0,0,0,46.06
2017-07-13,7,PLAYERS AND ELECTRONICS,9.0,0,0,0,0,0,46.06
2017-07-13,7,POULTRY,494.767,0,0,0,0,0,46.06
2017-07-13,7,PREPARED FOODS,156.306,0,0,0,0,0,46.06
2017-07-13,7,PRODUCE,4175.516,5,0,0,0,0,46.06
2017-07-13,7,SCHOOL AND OFFICE SUPPLIES,0.0,0,0,0,0,0,46.06
2017-07-13,7,SEAFOOD,33.093,0,0,0,0,0,46.06
2017-07-13,8,AUTOMOTIVE,9.0,0,0,0,0,0,46.06
2017-07-13,8,BABY CARE,0.0,0,0,0,0,0,46.06
2017-07-13,8,BEAUTY,5.0,1,0,0,0,0,46.06
2017-07-13,8,BEVERAGES,3570.0,47,0,0,0,0,46.06
2017-07-13,8,BOOKS,0.0,0,0,0,0,0,46.06
2017-07-13,8,BREAD/BAKERY,657.291,0,0,0,0,0,46.06
2017-07-13,8,CELEBRATION,20.0,0,0,0,0,0,46.06
2017-07-13,8,CLEANING,1008.0,24,0,0,0,0,46.06
2017-07-13,8,DAIRY,1037.0,25,0,0,0,0,46.06
2017-07-13,8,DELI,212.482,11,0,0,0,0,46.06
2017-07-13,8,EGGS,209.0,0,0,0,0,0,46.06
2017-07-13,8,FROZEN FOODS,189.0,1,0,0,0,0,46.06
2017-07-13,8,GROCERY I,3773.0,60,0,0,0,0,46.06
2017-07-13,8,GROCERY II,27.0,0,0,0,0,0,46.06
2017-07-13,8,HARDWARE,3.0,0,0,0,0,0,46.06
2017-07-13,8,HOME AND KITCHEN I,25.0,1,0,0,0,0,46.06
2017-07-13,8,HOME AND KITCHEN II,44.0,1,0,0,0,0,46.06
2017-07-13,8,HOME APPLIANCES,1.0,0,0,0,0,0,46.06
2017-07-13,8,HOME CARE,286.0,9,0,0,0,0,46.06
2017-07-13,8,LADIESWEAR,26.0,0,0,0,0,0,46.06
2017-07-13,8,LAWN AND GARDEN,22.0,0,0,0,0,0,46.06
2017-07-13,8,LINGERIE,9.0,0,0,0,0,0,46.06
2017-07-13,8,"LIQUOR,WINE,BEER",107.0,4,0,0,0,0,46.06
2017-07-13,8,MAGAZINES,23.0,0,0,0,0,0,46.06
2017-07-13,8,MEATS,326.089,0,0,0,0,0,46.06
2017-07-13,8,PERSONAL CARE,245.0,6,0,0,0,0,46.06
2017-07-13,8,PET SUPPLIES,14.0,0,0,0,0,0,46.06
2017-07-13,8,PLAYERS AND ELECTRONICS,10.0,0,0,0,0,0,46.06
2017-07-13,8,POULTRY,386.239,0,0,0,0,0,46.06
2017-07-13,8,PREPARED FOODS,116.816,0,0,0,0,0,46.06
2017-07-13,8,PRODUCE,3277.288,8,0,0,0,0,46.06
2017-07-13,8,SCHOOL AND OFFICE SUPPLIES,0.0,0,0,0,0,0,46.06
2017-07-13,8,SEAFOOD,22.43,0,0,0,0,0,46.06
2017-07-13,9,AUTOMOTIVE,21.0,0,0,0,0,0,46.06
2017-07-13,9,BABY CARE,1.0,0,0,0,0,0,46.06
2017-07-13,9,BEAUTY,7.0,0,0,0,0,0,46.06
2017-07-13,9,BEVERAGES,3092.0,35,0,0,0,0,46.06
2017-07-13,9,BOOKS,0.0,0,0,0,0,0,46.06
2017-07-13,9,BREAD/BAKERY,412.0,12,0,0,0,0,46.06
2017-07-13,9,CELEBRATION,10.0,0,0,0,0,0,46.06
2017-07-13,9,CLEANING,1057.0,16,0,0,0,0,46.06
2017-07-13,9,DAIRY,578.0,22,0,0,0,0,46.06
2017-07-13,9,DELI,445.133,15,0,0,0,0,46.06
2017-07-13,9,EGGS,96.0,1,0,0,0,0,46.06
2017-07-13,9,FROZEN FOODS,74.47,0,0,0,0,0,46.06
2017-07-13,9,GROCERY I,4411.633,52,0,0,0,0,46.06
2017-07-13,9,GROCERY II,8.0,0,0,0,0,0,46.06
2017-07-13,9,HARDWARE,0.0,0,0,0,0,0,46.06
2017-07-13,9,HOME AND KITCHEN I,20.0,5,0,0,0,0,46.06
2017-07-13,9,HOME AND KITCHEN II,30.0,1,0,0,0,0,46.06
2017-07-13,9,HOME APPLIANCES,0.0,0,0,0,0,0,46.06
2017-07-13,9,HOME CARE,338.0,10,0,0,0,0,46.06
2017-07-13,9,LADIESWEAR,11.0,0,0,0,0,0,46.06
2017-07-13,9,LAWN AND GARDEN,2.0,0,0,0,0,0,46.06
2017-07-13,9,LINGERIE,5.0,0,0,0,0,0,46.06
2017-07-13,9,"LIQUOR,WINE,BEER",39.0,2,0,0,0,0,46.06
2017-07-13,9,MAGAZINES,2.0,0,0,0,0,0,46.06
2017-07-13,9,MEATS,464.383,21,0,0,0,0,46.06
2017-07-13,9,PERSONAL CARE,319.0,6,0,0,0,0,46.06
2017-07-13,9,PET SUPPLIES,11.0,0,0,0,0,0,46.06
2017-07-13,9,PLAYERS AND ELECTRONICS,9.0,0,0,0,0,0,46.06
2017-07-13,9,POULTRY,317.9,0,0,0,0,0,46.06
2017-07-13,9,PREPARED FOODS,92.945,0,0,0,0,0,46.06
2017-07-13,9,PRODUCE,1252.735,14,0,0,0,0,46.06
2017-07-13,9,SCHOOL AND OFFICE SUPPLIES,5.0,0,0,0,0,0,46.06
2017-07-13,9,SEAFOOD,17.713,1,0,0,0,0,46.06
2017-07-13,10,AUTOMOTIVE,3.0,0,0,0,0,0,46.06
2017-07-13,10,BABY CARE,0.0,0,0,0,0,0,46.06
2017-07-13,10,BEAUTY,3.0,0,0,0,0,0,46.06
2017-07-13,10,BEVERAGES,1225.0,26,0,0,0,0,46.06
2017-07-13,10,BOOKS,0.0,0,0,0,0,0,46.06
2017-07-13,10,BREAD/BAKERY,93.0,7,0,0,0,0,46.06
2017-07-13,10,CELEBRATION,2.0,0,0,0,0,0,46.06
2017-07-13,10,CLEANING,469.0,10,0,0,0,0,46.06
2017-07-13,10,DAIRY,247.0,16,0,0,0,0,46.06
2017-07-13,10,DELI,245.0,6,0,0,0,0,46.06
2017-07-13,10,EGGS,23.0,2,0,0,0,0,46.06
2017-07-13,10,FROZEN FOODS,22.0,0,0,0,0,0,46.06
2017-07-13,10,GROCERY I,2040.0,32,0,0,0,0,46.06
2017-07-13,10,GROCERY II,1.0,0,0,0,0,0,46.06
2017-07-13,10,HARDWARE,0.0,0,0,0,0,0,46.06
2017-07-13,10,HOME AND KITCHEN I,14.0,5,0,0,0,0,46.06
2017-07-13,10,HOME AND KITCHEN II,5.0,0,0,0,0,0,46.06
2017-07-13,10,HOME APPLIANCES,0.0,0,0,0,0,0,46.06
2017-07-13,10,HOME CARE,119.0,10,0,0,0,0,46.06
2017-07-13,10,LADIESWEAR,2.0,0,0,0,0,0,46.06
2017-07-13,10,LAWN AND GARDEN,0.0,0,0,0,0,0,46.06
2017-07-13,10,LINGERIE,0.0,0,0,0,0,0,46.06
2017-07-13,10,"LIQUOR,WINE,BEER",10.0,2,0,0,0,0,46.06
2017-07-13,10,MAGAZINES,0.0,0,0,0,0,0,46.06
2017-07-13,10,MEATS,179.659,16,0,0,0,0,46.06
2017-07-13,10,PERSONAL CARE,124.0,5,0,0,0,0,46.06
2017-07-13,10,PET SUPPLIES,0.0,0,0,0,0,0,46.06
2017-07-13,10,PLAYERS AND ELECTRONICS,2.0,0,0,0,0,0,46.06
2017-07-13,10,POULTRY,80.351,0,0,0,0,0,46.06
2017-07-13,10,PREPARED FOODS,18.0,0,0,0,0,0,46.06
2017-07-13,10,PRODUCE,250.289,14,0,0,0,0,46.06
2017-07-13,10,SCHOOL AND OFFICE SUPPLIES,0.0,0,0,0,0,0,46.06
2017-07-13,10,SEAFOOD,2.0,1,0,0,0,0,46.06
2017-07-13,11,AUTOMOTIVE,5.0,0,0,0,0,0,46.06
2017-07-13,11,BABY CARE,1.0,0,0,0,0,0,46.06
2017-07-13,11,BEAUTY,5.0,0,0,0,0,0,46.06
2017-07-13,11,BEVERAGES,3587.0,37,0,0,0,0,46.06
2017-07-13,11,BOOKS,0.0,0,0,0,0,0,46.06
2017-07-13,11,BREAD/BAKERY,743.0,15,0,0,0,0,46.06
2017-07-13,11,CELEBRATION,16.0,0,0,0,0,0,46.06
2017-07-13,11,CLEANING,1342.0,19,0,0,0,0,46.06
2017-07-13,11,DAIRY,507.0,18,0,0,0,0,46.06
2017-07-13,11,DELI,452.722,17,0,0,0,0,46.06
2017-07-13,11,EGGS,215.0,3,0,0,0,0,46.06
2017-07-13,11,FROZEN FOODS,84.805,0,0,0,0,0,46.06
2017-07-13,11,GROCERY I,5721.086,49,0,0,0,0,46.06
2017-07-13,11,GROCERY II,22.0,0,0,0,0,0,46.06
2017-07-13,11,HARDWARE,0.0,0,0,0,0,0,46.06
2017-07-13,11,HOME AND KITCHEN I,7.0,1,0,0,0,0,46.06
2017-07-13,11,HOME AND KITCHEN II,17.0,0,0,0,0,0,46.06
2017-07-13,11,HOME APPLIANCES,0.0,0,0,0,0,0,46.06
2017-07-13,11,HOME CARE,327.0,14,0,0,0,0,46.06
2017-07-13,11,LADIESWEAR,0.0,0,0,0,0,0,46.06
2017-07-13,11,LAWN AND GARDEN,2.0,0,0,0,0,0,46.06
2017-07-13,11,LINGERIE,14.0,0,0,0,0,0,46.06
2017-07-13,11,"LIQUOR,WINE,BEER",47.0,3,0,0,0,0,46.06
2017-07-13,11,MAGAZINES,1.0,0,0,0,0,0,46.06
2017-07-13,11,MEATS,913.39197,22,0,0,0,0,46.06
2017-07-13,11,PERSONAL CARE,266.0,7,0,0,0,0,46.06
2017-07-13,11,PET SUPPLIES,1.0,0,0,0,0,0,46.06
2017-07-13,11,PLAYERS AND ELECTRONICS,8.0,0,0,0,0,0,46.06
2017-07-13,11,POULTRY,203.091,0,0,0,0,0,46.06
2017-07-13,11,PREPARED FOODS,65.531,0,0,0,0,0,46.06
2017-07-13,11,PRODUCE,1175.904,17,0,0,0,0,46.06
2017-07-13,11,SCHOOL AND OFFICE SUPPLIES,0.0,0,0,0,0,0,46.06
2017-07-13,11,SEAFOOD,13.0,1,0,0,0,0,46.06
2017-07-13,12,AUTOMOTIVE,4.0,0,0,0,0,0,46.06
2017-07-13,12,BABY CARE,0.0,0,0,0,0,0,46.06
2017-07-13,12,BEAUTY,1.0,0,0,0,0,0,46.06
2017-07-13,12,BEVERAGES,1440.0,31,0,0,0,0,46.06
2017-07-13,12,BOOKS,0.0,0,0,0,0,0,46.06
2017-07-13,12,BREAD/BAKERY,153.0,12,0,0,0,0,46.06
2017-07-13,12,CELEBRATION,6.0,0,0,0,0,0,46.06
2017-07-13,12,CLEANING,810.0,11,0,0,0,0,46.06
2017-07-13,12,DAIRY,338.0,18,0,0,0,0,46.06
2017-07-13,12,DELI,208.0,9,0,0,0,0,46.06
2017-07-13,12,EGGS,84.0,2,0,0,0,0,46.06
2017-07-13,12,FROZEN FOODS,51.706,0,0,0,0,0,46.06
2017-07-13,12,GROCERY I,2586.0,33,0,0,0,0,46.06
2017-07-13,12,GROCERY II,7.0,0,0,0,0,0,46.06
2017-07-13,12,HARDWARE,3.0,0,0,0,0,0,46.06
2017-07-13,12,HOME AND KITCHEN I,34.0,7,0,0,0,0,46.06
2017-07-13,12,HOME AND KITCHEN II,25.0,0,0,0,0,0,46.06
2017-07-13,12,HOME APPLIANCES,0.0,0,0,0,0,0,46.06
2017-07-13,12,HOME CARE,162.0,10,0,0,0,0,46.06
2017-07-13,12,LADIESWEAR,13.0,0,0,0,0,0,46.06
2017-07-13,12,LAWN AND GARDEN,0.0,0,0,0,0,0,46.06
