forecast_date,store_nbr,family_name,onpromotion,is_closed_day,is_holiday,is_event,is_work_day
2017-08-16,2,DELI,18,0,0,0,0
2017-08-16,2,EGGS,1,0,0,0,0
2017-08-16,2,FROZEN FOODS,1,0,0,0,0
2017-08-16,2,GROCERY I,65,0,0,0,0
2017-08-16,2,GROCERY II,0,0,0,0,0
2017-08-16,2,HARDWARE,0,0,0,0,0
2017-08-16,2,HOME AND KITCHEN I,2,0,0,0,0
2017-08-16,2,HOME AND KITCHEN II,6,0,0,0,0
2017-08-16,2,HOME APPLIANCES,0,0,0,0,0
2017-08-16,2,HOME CARE,11,0,0,0,0
2017-08-16,2,LADIESWEAR,0,0,0,0,0
2017-08-16,2,LAWN AND GARDEN,16,0,0,0,0
2017-08-16,2,LINGERIE,6,0,0,0,0
2017-08-16,2,"LIQUOR,WINE,BEER",10,0,0,0,0
2017-08-16,2,MAGAZINES,0,0,0,0,0
2017-08-16,2,MEATS,1,0,0,0,0
2017-08-16,2,PERSONAL CARE,20,0,0,0,0
2017-08-16,2,PET SUPPLIES,0,0,0,0,0
2017-08-16,2,PLAYERS AND ELECTRONICS,0,0,0,0,0
2017-08-16,2,POULTRY,0,0,0,0,0
2017-08-16,2,PREPARED FOODS,0,0,0,0,0
2017-08-16,2,PRODUCE,255,0,0,0,0
2017-08-16,2,SCHOOL AND OFFICE SUPPLIES,14,0,0,0,0
2017-08-16,2,SEAFOOD,0,0,0,0,0
2017-08-16,3,AUTOMOTIVE,0,0,0,0,0
2017-08-16,3,BABY CARE,0,0,0,0,0
2017-08-16,3,BEAUTY,2,0,0,0,0
2017-08-16,3,BEVERAGES,21,0,0,0,0
2017-08-16,3,BOOKS,0,0,0,0,0
2017-08-16,3,BREAD/BAKERY,12,0,0,0,0
2017-08-16,3,CELEBRATION,0,0,0,0,0
2017-08-16,3,CLEANING,22,0,0,0,0
2017-08-16,3,DAIRY,37,0,0,0,0
2017-08-16,3,DELI,18,0,0,0,0
2017-08-16,3,EGGS,1,0,0,0,0
2017-08-16,3,FROZEN FOODS,1,0,0,0,0
2017-08-16,3,GROCERY I,60,0,0,0,0
2017-08-16,3,GROCERY II,0,0,0,0,0
2017-08-16,3,HARDWARE,0,0,0,0,0
2017-08-16,3,HOME AND KITCHEN I,2,0,0,0,0
2017-08-16,3,HOME AND KITCHEN II,6,0,0,0,0
2017-08-16,3,HOME APPLIANCES,0,0,0,0,0
2017-08-16,3,HOME CARE,13,0,0,0,0
2017-08-16,3,LADIESWEAR,0,0,0,0,0
2017-08-16,3,LAWN AND GARDEN,16,0,0,0,0
2017-08-16,3,LINGERIE,6,0,0,0,0
2017-08-16,3,"LIQUOR,WINE,BEER",9,0,0,0,0
2017-08-16,3,MAGAZINES,0,0,0,0,0
2017-08-16,3,MEATS,0,0,0,0,0
2017-08-16,3,PERSONAL CARE,18,0,0,0,0
2017-08-16,3,PET SUPPLIES,0,0,0,0,0
2017-08-16,3,PLAYERS AND ELECTRONICS,0,0,0,0,0
2017-08-16,3,POULTRY,0,0,0,0,0
2017-08-16,3,PREPARED FOODS,0,0,0,0,0
2017-08-16,3,PRODUCE,254,0,0,0,0
2017-08-16,3,SCHOOL AND OFFICE SUPPLIES,12,0,0,0,0
2017-08-16,3,SEAFOOD,0,0,0,0,0
2017-08-16,4,AUTOMOTIVE,0,0,0,0,0
2017-08-16,4,BABY CARE,0,0,0,0,0
2017-08-16,4,BEAUTY,2,0,0,0,0
2017-08-16,4,BEVERAGES,21,0,0,0,0
2017-08-16,4,BOOKS,0,0,0,0,0
2017-08-16,4,BREAD/BAKERY,12,0,0,0,0
2017-08-16,4,CELEBRATION,0,0,0,0,0
2017-08-16,4,CLEANING,23,0,0,0,0
2017-08-16,4,DAIRY,43,0,0,0,0
2017-08-16,4,DELI,18,0,0,0,0
2017-08-16,4,EGGS,1,0,0,0,0
2017-08-16,4,FROZEN FOODS,1,0,0,0,0
2017-08-16,4,GROCERY I,61,0,0,0,0
2017-08-16,4,GROCERY II,0,0,0,0,0
2017-08-16,4,HARDWARE,0,0,0,0,0
2017-08-16,4,HOME AND KITCHEN I,2,0,0,0,0
2017-08-16,4,HOME AND KITCHEN II,6,0,0,0,0
2017-08-16,4,HOME APPLIANCES,0,0,0,0,0
2017-08-16,4,HOME CARE,14,0,0,0,0
2017-08-16,4,LADIESWEAR,0,0,0,0,0
2017-08-16,4,LAWN AND GARDEN,16,0,0,0,0
2017-08-16,4,LINGERIE,5,0,0,0,0
2017-08-16,4,"LIQUOR,WINE,BEER",10,0,0,0,0
2017-08-16,4,MAGAZINES,0,0,0,0,0
2017-08-16,4,MEATS,0,0,0,0,0
2017-08-16,4,PERSONAL CARE,19,0,0,0,0
2017-08-16,4,PET SUPPLIES,0,0,0,0,0
2017-08-16,4,PLAYERS AND ELECTRONICS,0,0,0,0,0
2017-08-16,4,POULTRY,0,0,0,0,0
2017-08-16,4,PREPARED FOODS,0,0,0,0,0
2017-08-16,4,PRODUCE,253,0,0,0,0
2017-08-16,4,SCHOOL AND OFFICE SUPPLIES,14,0,0,0,0
2017-08-16,4,SEAFOOD,0,0,0,0,0
2017-08-16,5,AUTOMOTIVE,0,0,0,0,0
2017-08-16,5,BABY CARE,0,0,0,0,0
2017-08-16,5,BEAUTY,2,0,0,0,0
2017-08-16,5,BEVERAGES,20,0,0,0,0
2017-08-16,5,BOOKS,0,0,0,0,0
2017-08-16,5,BREAD/BAKERY,12,0,0,0,0
2017-08-16,5,CELEBRATION,0,0,0,0,0
2017-08-16,5,CLEANING,24,0,0,0,0
2017-08-16,5,DAIRY,42,0,0,0,0
2017-08-16,5,DELI,18,0,0,0,0
2017-08-16,5,EGGS,1,0,0,0,0
2017-08-16,5,FROZEN FOODS,1,0,0,0,0
2017-08-16,5,GROCERY I,64,0,0,0,0
2017-08-16,5,GROCERY II,0,0,0,0,0
2017-08-16,5,HARDWARE,0,0,0,0,0
2017-08-16,5,HOME AND KITCHEN I,2,0,0,0,0
2017-08-16,5,HOME AND KITCHEN II,6,0,0,0,0
2017-08-16,5,HOME APPLIANCES,0,0,0,0,0
2017-08-16,5,HOME CARE,11,0,0,0,0
2017-08-16,5,LADIESWEAR,0,0,0,0,0
2017-08-16,5,LAWN AND GARDEN,16,0,0,0,0
2017-08-16,5,LINGERIE,4,0,0,0,0
2017-08-16,5,"LIQUOR,WINE,BEER",9,0,0,0,0
2017-08-16,5,MAGAZINES,0,0,0,0,0
2017-08-16,5,MEATS,0,0,0,0,0
2017-08-16,5,PERSONAL CARE,17,0,0,0,0
2017-08-16,5,PET SUPPLIES,0,0,0,0,0
2017-08-16,5,PLAYERS AND ELECTRONICS,0,0,0,0,0
2017-08-16,5,POULTRY,0,0,0,0,0
2017-08-16,5,PREPARED FOODS,0,0,0,0,0
2017-08-16,5,PRODUCE,255,0,0,0,0
2017-08-16,5,SCHOOL AND OFFICE SUPPLIES,12,0,0,0,0
2017-08-16,5,SEAFOOD,0,0,0,0,0
2017-08-16,6,AUTOMOTIVE,0,0,0,0,0
2017-08-16,6,BABY CARE,0,0,0,0,0
2017-08-16,6,BEAUTY,2,0,0,0,0
2017-08-16,6,BEVERAGES,21,0,0,0,0
2017-08-16,6,BOOKS,0,0,0,0,0
2017-08-16,6,BREAD/BAKERY,12,0,0,0,0
2017-08-16,6,CELEBRATION,0,0,0,0,0
2017-08-16,6,CLEANING,23,0,0,0,0
2017-08-16,6,DAIRY,38,0,0,0,0
2017-08-16,6,DELI,18,0,0,0,0
2017-08-16,6,EGGS,1,0,0,0,0
2017-08-16,6,FROZEN FOODS,1,0,0,0,0
2017-08-16,6,GROCERY I,60,0,0,0,0
2017-08-16,6,GROCERY II,0,0,0,0,0
2017-08-16,6,HARDWARE,0,0,0,0,0
2017-08-16,6,HOME AND KITCHEN I,3,0,0,0,0
2017-08-16,6,HOME AND KITCHEN II,5,0,0,0,0
2017-08-16,6,HOME APPLIANCES,0,0,0,0,0
2017-08-16,6,HOME CARE,10,0,0,0,0
2017-08-16,6,LADIESWEAR,0,0,0,0,0
2017-08-16,6,LAWN AND GARDEN,16,0,0,0,0
2017-08-16,6,LINGERIE,5,0,0,0,0
2017-08-16,6,"LIQUOR,WINE,BEER",10,0,0,0,0
2017-08-16,6,MAGAZINES,0,0,0,0,0
2017-08-16,6,MEATS,0,0,0,0,0
2017-08-16,6,PERSONAL CARE,18,0,0,0,0
2017-08-16,6,PET SUPPLIES,0,0,0,0,0
2017-08-16,6,PLAYERS AND ELECTRONICS,0,0,0,0,0
2017-08-16,6,POULTRY,0,0,0,0,0
2017-08-16,6,PREPARED FOODS,0,0,0,0,0
2017-08-16,6,PRODUCE,252,0,0,0,0
2017-08-16,6,SCHOOL AND OFFICE SUPPLIES,14,0,0,0,0
2017-08-16,6,SEAFOOD,0,0,0,0,0
2017-08-16,7,AUTOMOTIVE,0,0,0,0,0
2017-08-16,7,BABY CARE,0,0,0,0,0
2017-08-16,7,BEAUTY,2,0,0,0,0
2017-08-16,7,BEVERAGES,23,0,0,0,0
2017-08-16,7,BOOKS,0,0,0,0,0
2017-08-16,7,BREAD/BAKERY,12,0,0,0,0
2017-08-16,7,CELEBRATION,0,0,0,0,0
2017-08-16,7,CLEANING,22,0,0,0,0
2017-08-16,7,DAIRY,46,0,0,0,0
2017-08-16,7,DELI,18,0,0,0,0
2017-08-16,7,EGGS,1,0,0,0,0
2017-08-16,7,FROZEN FOODS,1,0,0,0,0
2017-08-16,7,GROCERY I,64,0,0,0,0
2017-08-16,7,GROCERY II,0,0,0,0,0
2017-08-16,7,HARDWARE,0,0,0,0,0
2017-08-16,7,HOME AND KITCHEN I,2,0,0,0,0
2017-08-16,7,HOME AND KITCHEN II,6,0,0,0,0
2017-08-16,7,HOME APPLIANCES,0,0,0,0,0
2017-08-16,7,HOME CARE,12,0,0,0,0
2017-08-16,7,LADIESWEAR,0,0,0,0,0
2017-08-16,7,LAWN AND GARDEN,16,0,0,0,0
2017-08-16,7,LINGERIE,5,0,0,0,0
2017-08-16,7,"LIQUOR,WINE,BEER",10,0,0,0,0
2017-08-16,7,MAGAZINES,0,0,0,0,0
2017-08-16,7,MEATS,0,0,0,0,0
2017-08-16,7,PERSONAL CARE,18,0,0,0,0
2017-08-16,7,PET SUPPLIES,0,0,0,0,0
2017-08-16,7,PLAYERS AND ELECTRONICS,0,0,0,0,0
2017-08-16,7,POULTRY,0,0,0,0,0
2017-08-16,7,PREPARED FOODS,0,0,0,0,0
2017-08-16,7,PRODUCE,254,0,0,0,0
2017-08-16,7,SCHOOL AND OFFICE SUPPLIES,14,0,0,0,0
2017-08-16,7,SEAFOOD,0,0,0,0,0
2017-08-16,8,AUTOMOTIVE,0,0,0,0,0
2017-08-16,8,BABY CARE,0,0,0,0,0
2017-08-16,8,BEAUTY,2,0,0,0,0
2017-08-16,8,BEVERAGES,24,0,0,0,0
2017-08-16,8,BOOKS,0,0,0,0,0
2017-08-16,8,BREAD/BAKERY,12,0,0,0,0
2017-08-16,8,CELEBRATION,0,0,0,0,0
2017-08-16,8,CLEANING,23,0,0,0,0
2017-08-16,8,DAIRY,37,0,0,0,0
2017-08-16,8,DELI,18,0,0,0,0
2017-08-16,8,EGGS,1,0,0,0,0
2017-08-16,8,FROZEN FOODS,1,0,0,0,0
2017-08-16,8,GROCERY I,60,0,0,0,0
2017-08-16,8,GROCERY II,0,0,0,0,0
2017-08-16,8,HARDWARE,0,0,0,0,0
2017-08-16,8,HOME AND KITCHEN I,2,0,0,0,0
2017-08-16,8,HOME AND KITCHEN II,5,0,0,0,0
2017-08-16,8,HOME APPLIANCES,0,0,0,0,0
2017-08-16,8,HOME CARE,12,0,0,0,0
2017-08-16,8,LADIESWEAR,0,0,0,0,0
2017-08-16,8,LAWN AND GARDEN,16,0,0,0,0
2017-08-16,8,LINGERIE,5,0,0,0,0
2017-08-16,8,"LIQUOR,WINE,BEER",11,0,0,0,0
2017-08-16,8,MAGAZINES,0,0,0,0,0
2017-08-16,8,MEATS,0,0,0,0,0
2017-08-16,8,PERSONAL CARE,18,0,0,0,0
2017-08-16,8,PET SUPPLIES,0,0,0,0,0
2017-08-16,8,PLAYERS AND ELECTRONICS,0,0,0,0,0
2017-08-16,8,POULTRY,0,0,0,0,0
2017-08-16,8,PREPARED FOODS,0,0,0,0,0
2017-08-16,8,PRODUCE,252,0,0,0,0
2017-08-16,8,SCHOOL AND OFFICE SUPPLIES,13,0,0,0,0
2017-08-16,8,SEAFOOD,0,0,0,0,0
2017-08-16,9,AUTOMOTIVE,0,0,0,0,0
2017-08-16,9,BABY CARE,0,0,0,0,0
2017-08-16,9,BEAUTY,2,0,0,0,0
2017-08-16,9,BEVERAGES,42,0,0,0,0
2017-08-16,9,BOOKS,0,0,0,0,0
2017-08-16,9,BREAD/BAKERY,13,0,0,0,0
2017-08-16,9,CELEBRATION,0,0,0,0,0
2017-08-16,9,CLEANING,32,0,0,0,0
2017-08-16,9,DAIRY,154,0,0,0,0
2017-08-16,9,DELI,18,0,0,0,0
2017-08-16,9,EGGS,1,0,0,0,0
2017-08-16,9,FROZEN FOODS,1,0,0,0,0
2017-08-16,9,GROCERY I,94,0,0,0,0
2017-08-16,9,GROCERY II,0,0,0,0,0
2017-08-16,9,HARDWARE,0,0,0,0,0
2017-08-16,9,HOME AND KITCHEN I,2,0,0,0,0
2017-08-16,9,HOME AND KITCHEN II,6,0,0,0,0
2017-08-16,9,HOME APPLIANCES,0,0,0,0,0
2017-08-16,9,HOME CARE,15,0,0,0,0
2017-08-16,9,LADIESWEAR,0,0,0,0,0
2017-08-16,9,LAWN AND GARDEN,14,0,0,0,0
2017-08-16,9,LINGERIE,5,0,0,0,0
2017-08-16,9,"LIQUOR,WINE,BEER",8,0,0,0,0
2017-08-16,9,MAGAZINES,0,0,0,0,0
2017-08-16,9,MEATS,0,0,0,0,0
2017-08-16,9,PERSONAL CARE,19,0,0,0,0
2017-08-16,9,PET SUPPLIES,0,0,0,0,0
2017-08-16,9,PLAYERS AND ELECTRONICS,0,0,0,0,0
2017-08-16,9,POULTRY,0,0,0,0,0
2017-08-16,9,PREPARED FOODS,1,0,0,0,0
2017-08-16,9,PRODUCE,158,0,0,0,0
2017-08-16,9,SCHOOL AND OFFICE SUPPLIES,14,0,0,0,0
2017-08-16,9,SEAFOOD,0,0,0,0,0
2017-08-16,10,AUTOMOTIVE,0,0,0,0,0
2017-08-16,10,BABY CARE,0,0,0,0,0
2017-08-16,10,BEAUTY,2,0,0,0,0
2017-08-16,10,BEVERAGES,43,0,0,0,0
2017-08-16,10,BOOKS,0,0,0,0,0
2017-08-16,10,BREAD/BAKERY,15,0,0,0,0
2017-08-16,10,CELEBRATION,0,0,0,0,0
2017-08-16,10,CLEANING,30,0,0,0,0
2017-08-16,10,DAIRY,106,0,0,0,0
2017-08-16,10,DELI,18,0,0,0,0
2017-08-16,10,EGGS,1,0,0,0,0
2017-08-16,10,FROZEN FOODS,1,0,0,0,0
2017-08-16,10,GROCERY I,96,0,0,0,0
2017-08-16,10,GROCERY II,0,0,0,0,0
2017-08-16,10,HARDWARE,0,0,0,0,0
2017-08-16,10,HOME AND KITCHEN I,2,0,0,0,0
2017-08-16,10,HOME AND KITCHEN II,6,0,0,0,0
2017-08-16,10,HOME APPLIANCES,0,0,0,0,0
2017-08-16,10,HOME CARE,15,0,0,0,0
2017-08-16,10,LADIESWEAR,0,0,0,0,0
2017-08-16,10,LAWN AND GARDEN,16,0,0,0,0
2017-08-16,10,LINGERIE,5,0,0,0,0
2017-08-16,10,"LIQUOR,WINE,BEER",10,0,0,0,0
2017-08-16,10,MAGAZINES,0,0,0,0,0
2017-08-16,10,MEATS,0,0,0,0,0
2017-08-16,10,PERSONAL CARE,19,0,0,0,0
2017-08-16,10,PET SUPPLIES,0,0,0,0,0
2017-08-16,10,PLAYERS AND ELECTRONICS,0,0,0,0,0
2017-08-16,10,POULTRY,0,0,0,0,0
2017-08-16,10,PREPARED FOODS,0,0,0,0,0
2017-08-16,10,PRODUCE,230,0,0,0,0
2017-08-16,10,SCHOOL AND OFFICE SUPPLIES,14,0,0,0,0
2017-08-16,10,SEAFOOD,0,0,0,0,0
2017-08-16,11,AUTOMOTIVE,0,0,0,0,0
2017-08-16,11,BABY CARE,0,0,0,0,0
2017-08-16,11,BEAUTY,2,0,0,0,0
2017-08-16,11,BEVERAGES,52,0,0,0,0
2017-08-16,11,BOOKS,0,0,0,0,0
2017-08-16,11,BREAD/BAKERY,16,0,0,0,0
2017-08-16,11,CELEBRATION,0,0,0,0,0
2017-08-16,11,CLEANING,35,0,0,0,0
2017-08-16,11,DAIRY,145,0,0,0,0
2017-08-16,11,DELI,18,0,0,0,0
2017-08-16,11,EGGS,1,0,0,0,0
2017-08-16,11,FROZEN FOODS,1,0,0,0,0
2017-08-16,11,GROCERY I,102,0,0,0,0
2017-08-16,11,GROCERY II,0,0,0,0,0
2017-08-16,11,HARDWARE,0,0,0,0,0
2017-08-16,11,HOME AND KITCHEN I,4,0,0,0,0
2017-08-16,11,HOME AND KITCHEN II,6,0,0,0,0
2017-08-16,11,HOME APPLIANCES,0,0,0,0,0
2017-08-16,11,HOME CARE,14,0,0,0,0
2017-08-16,11,LADIESWEAR,0,0,0,0,0
2017-08-16,11,LAWN AND GARDEN,16,0,0,0,0
2017-08-16,11,LINGERIE,3,0,0,0,0
2017-08-16,11,"LIQUOR,WINE,BEER",8,0,0,0,0
2017-08-16,11,MAGAZINES,0,0,0,0,0
2017-08-16,11,MEATS,0,0,0,0,0
2017-08-16,11,PERSONAL CARE,18,0,0,0,0
2017-08-16,11,PET SUPPLIES,0,0,0,0,0
2017-08-16,11,PLAYERS AND ELECTRONICS,1,0,0,0,0
2017-08-16,11,POULTRY,0,0,0,0,0
2017-08-16,11,PREPARED FOODS,0,0,0,0,0
2017-08-16,11,PRODUCE,163,0,0,0,0
2017-08-16,11,SCHOOL AND OFFICE SUPPLIES,14,0,0,0,0
2017-08-16,11,SEAFOOD,0,0,0,0,0
2017-08-16,12,AUTOMOTIVE,0,0,0,0,0
2017-08-16,12,BABY CARE,0,0,0,0,0
2017-08-16,12,BEAUTY,2,0,0,0,0
2017-08-16,12,BEVERAGES,38,0,0,0,0
2017-08-16,12,BOOKS,0,0,0,0,0
2017-08-16,12,BREAD/BAKERY,17,0,0,0,0
2017-08-16,12,CELEBRATION,0,0,0,0,0
2017-08-16,12,CLEANING,29,0,0,0,0
2017-08-16,12,DAIRY,115,0,0,0,0
2017-08-16,12,DELI,18,0,0,0,0
2017-08-16,12,EGGS,1,0,0,0,0
2017-08-16,12,FROZEN FOODS,1,0,0,0,0
2017-08-16,12,GROCERY I,87,0,0,0,0
2017-08-16,12,GROCERY II,0,0,0,0,0
2017-08-16,12,HARDWARE,0,0,0,0,0
2017-08-16,12,HOME AND KITCHEN I,2,0,0,0,0
2017-08-16,12,HOME AND KITCHEN II,6,0,0,0,0
2017-08-16,12,HOME APPLIANCES,0,0,0,0,0
2017-08-16,12,HOME CARE,15,0,0,0,0
2017-08-16,12,LADIESWEAR,0,0,0,0,0
2017-08-16,12,LAWN AND GARDEN,16,0,0,0,0
2017-08-16,12,LINGERIE,5,0,0,0,0
2017-08-16,12,"LIQUOR,WINE,BEER",9,0,0,0,0
2017-08-16,12,MAGAZINES,0,0,0,0,0
2017-08-16,12,MEATS,0,0,0,0,0
2017-08-16,12,PERSONAL CARE,15,0,0,0,0
2017-08-16,12,PET SUPPLIES,0,0,0,0,0
2017-08-16,12,PLAYERS AND ELECTRONICS,0,0,0,0,0
2017-08-16,12,POULTRY,1,0,0,0,0
2017-08-16,12,PREPARED FOODS,0,0,0,0,0
2017-08-16,12,PRODUCE,219,0,0,0,0
2017-08-16,12,SCHOOL AND OFFICE SUPPLIES,14,0,0,0,0
2017-08-16,12,SEAFOOD,0,0,0,0,0
2017-08-16,13,AUTOMOTIVE,0,0,0,0,0
2017-08-16,13,BABY CARE,0,0,0,0,0
2017-08-16,13,BEAUTY,2,0,0,0,0
2017-08-16,13,BEVERAGES,33,0,0,0,0
2017-08-16,13,BOOKS,0,0,0,0,0
2017-08-16,13,BREAD/BAKERY,16,0,0,0,0
2017-08-16,13,CELEBRATION,0,0,0,0,0
2017-08-16,13,CLEANING,29,0,0,0,0
2017-08-16,13,DAIRY,107,0,0,0,0
2017-08-16,13,DELI,18,0,0,0,0
2017-08-16,13,EGGS,1,0,0,0,0
2017-08-16,13,FROZEN FOODS,1,0,0,0,0
2017-08-16,13,GROCERY I,90,0,0,0,0
2017-08-16,13,GROCERY II,0,0,0,0,0
2017-08-16,13,HARDWARE,0,0,0,0,0
2017-08-16,13,HOME AND KITCHEN I,2,0,0,0,0
2017-08-16,13,HOME AND KITCHEN II,6,0,0,0,0
2017-08-16,13,HOME APPLIANCES,0,0,0,0,0
2017-08-16,13,HOME CARE,14,0,0,0,0
2017-08-16,13,LADIESWEAR,0,0,0,0,0
2017-08-16,13,LAWN AND GARDEN,16,0,0,0,0
2017-08-16,13,LINGERIE,3,0,0,0,0
2017-08-16,13,"LIQUOR,WINE,BEER",10,0,0,0,0
2017-08-16,13,MAGAZINES,0,0,0,0,0
2017-08-16,13,MEATS,0,0,0,0,0
2017-08-16,13,PERSONAL CARE,20,0,0,0,0
2017-08-16,13,PET SUPPLIES,0,0,0,0,0
2017-08-16,13,PLAYERS AND ELECTRONICS,0,0,0,0,0
2017-08-16,13,POULTRY,0,0,0,0,0
2017-08-16,13,PREPARED FOODS,0,0,0,0,0
2017-08-16,13,PRODUCE,244,0,0,0,0
2017-08-16,13,SCHOOL AND OFFICE SUPPLIES,14,0,0,0,0
2017-08-16,13,SEAFOOD,0,0,0,0,0
2017-08-16,14,AUTOMOTIVE,0,0,0,0,0
2017-08-16,14,BABY CARE,0,0,0,0,0
2017-08-16,14,BEAUTY,2,0,0,0,0
2017-08-16,14,BEVERAGES,38,0,0,0,0
2017-08-16,14,BOOKS,0,0,0,0,0
2017-08-16,14,BREAD/BAKERY,15,0,0,0,0
2017-08-16,14,CELEBRATION,0,0,0,0,0
2017-08-16,14,CLEANING,31,0,0,0,0
2017-08-16,14,DAIRY,114,0,0,0,0
2017-08-16,14,DELI,18,0,0,0,0
2017-08-16,14,EGGS,1,0,0,0,0
2017-08-16,14,FROZEN FOODS,1,0,0,0,0
2017-08-16,14,GROCERY I,88,0,0,0,0
2017-08-16,14,GROCERY II,0,0,0,0,0
2017-08-16,14,HARDWARE,0,0,0,0,0
2017-08-16,14,HOME AND KITCHEN I,2,0,0,0,0
2017-08-16,14,HOME AND KITCHEN II,6,0,0,0,0
2017-08-16,14,HOME APPLIANCES,0,0,0,0,0
2017-08-16,14,HOME CARE,14,0,0,0,0
2017-08-16,14,LADIESWEAR,0,0,0,0,0
2017-08-16,14,LAWN AND GARDEN,16,0,0,0,0
2017-08-16,14,LINGERIE,4,0,0,0,0
2017-08-16,14,"LIQUOR,WINE,BEER",9,0,0,0,0
2017-08-16,14,MAGAZINES,0,0,0,0,0
2017-08-16,14,MEATS,0,0,0,0,0
2017-08-16,14,PERSONAL CARE,17,0,0,0,0
2017-08-16,14,PET SUPPLIES,0,0,0,0,0
2017-08-16,14,PLAYERS AND ELECTRONICS,0,0,0,0,0
2017-08-16,14,POULTRY,0,0,0,0,0
2017-08-16,14,PREPARED FOODS,0,0,0,0,0
2017-08-16,14,PRODUCE,223,0,0,0,0
2017-08-16,14,SCHOOL AND OFFICE SUPPLIES,14,0,0,0,0
2017-08-16,14,SEAFOOD,0,0,0,0,0
2017-08-16,15,AUTOMOTIVE,0,0,0,0,0
2017-08-16,15,BABY CARE,0,0,0,0,0
2017-08-16,15,BEAUTY,2,0,0,0,0
2017-08-16,15,BEVERAGES,45,0,0,0,0
2017-08-16,15,BOOKS,0,0,0,0,0
2017-08-16,15,BREAD/BAKERY,17,0,0,0,0
2017-08-16,15,CELEBRATION,0,0,0,0,0
2017-08-16,15,CLEANING,32,0,0,0,0
2017-08-16,15,DAIRY,114,0,0,0,0
2017-08-16,15,DELI,19,0,0,0,0
2017-08-16,15,EGGS,2,0,0,0,0
2017-08-16,15,FROZEN FOODS,1,0,0,0,0
2017-08-16,15,GROCERY I,105,0,0,0,0
2017-08-16,15,GROCERY II,0,0,0,0,0
2017-08-16,15,HARDWARE,0,0,0,0,0
2017-08-16,15,HOME AND KITCHEN I,2,0,0,0,0
2017-08-16,15,HOME AND KITCHEN II,6,0,0,0,0
2017-08-16,15,HOME APPLIANCES,0,0,0,0,0
2017-08-16,15,HOME CARE,15,0,0,0,0
2017-08-16,15,LADIESWEAR,0,0,0,0,0
2017-08-16,15,LAWN AND GARDEN,16,0,0,0,0
2017-08-16,15,LINGERIE,5,0,0,0,0
2017-08-16,15,"LIQUOR,WINE,BEER",8,0,0,0,0
2017-08-16,15,MAGAZINES,0,0,0,0,0
2017-08-16,15,MEATS,0,0,0,0,0
2017-08-16,15,PERSONAL CARE,16,0,0,0,0
2017-08-16,15,PET SUPPLIES,0,0,0,0,0
2017-08-16,15,PLAYERS AND ELECTRONICS,0,0,0,0,0
2017-08-16,15,POULTRY,0,0,0,0,0
2017-08-16,15,PREPARED FOODS,0,0,0,0,0
2017-08-16,15,PRODUCE,208,0,0,0,0
2017-08-16,15,SCHOOL AND OFFICE SUPPLIES,14,0,0,0,0
2017-08-16,15,SEAFOOD,0,0,0,0,0
